QueryText,Sector,clean_text,label,balancing
information regarding to control of leaf folder in rice?,AGRICULTURE,information regarding control leaf folder rice,0,original
information regarding how to control of leaf folder in paddy ?,AGRICULTURE,information regarding control leaf folder paddy,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
PROBLEM OF LEAF FOLDER IN PADDY?,AGRICULTURE,problem leaf folder paddy,0,original
die back in populars?,AGRICULTURE,die back populars,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
58: INFORMATION REGARDING CONTROL OF ALTERNARIA IN SUMMER SQUASH ?,AGRICULTURE,information regarding control alternaria summer squash,0,original
INFORMATION REGARDING DOSE OF UREA IN BRINJAL?,HORTICULTURE,information regarding dose urea brinjal,1,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF EARLY SHOOT BORER IN SUGARCANE CROP?,AGRICULTURE,information regarding control early shoot borer sugarcane crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
WEATHER IN AMRITSAR?,AGRICULTURE,weather amritsar,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION regarding CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information regarding control stem borer rice,0,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,information rgearding control grasshopper paddy crop,0,original
INFORMATION regarding CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information regarding control stem borer rice,0,original
information regarding leaf folder in paddy?,AGRICULTURE,information regarding leaf folder paddy,0,original
information regarding to weather  ?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,information regarding weather,0,original
information regarding to weather  ?,AGRICULTURE,information regarding weather,0,original
weather in amritsar?,AGRICULTURE,weather amritsar,0,original
information regarding control of diseases in maize ?,AGRICULTURE,information regarding control diseases maize,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
regarding killing of weeds,AGRICULTURE,regarding killing weeds,0,original
information regarding control of sucking pest in cotton ?,AGRICULTURE,information regarding control sucking pest cotton,0,original
information regarding control of sucking pest in cotton ?,AGRICULTURE,information regarding control sucking pest cotton,0,original
information regarding to the weather condition?,AGRICULTURE,information regarding weather condition,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
control of leaf folder,AGRICULTURE,control leaf folder,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
information regarding control of brown spot of diseases in paddy ?,AGRICULTURE,information regarding control brown spot diseases paddy,0,original
information regarding to weather ?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING DOSE OF FERTILIZERS IN RICE CROP ?,AGRICULTURE,information regarding dose fertilizers rice crop,0,original
INFORMATION REGARDING KISAN MELA IN PAU?,AGRICULTURE,information regarding kisan mela pau,0,original
INFORMATION regarding CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information regarding control stem borer rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF  parawilt in cotton??,AGRICULTURE,information regarding control parawilt cotton,0,original
regarding white flies,HORTICULTURE,regarding white flies,1,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,information regarding chance rainfall today,0,original
REGARDING WEED CONTROL IN PADDY,AGRICULTURE,regarding weed control paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF  weed in cotton?,AGRICULTURE,information regarding control weed cotton,0,original
INFORMATION REGARDING FERTILOZERS DOSE IN BASMATI RICE CROP?,AGRICULTURE,information regarding fertilozers dose basmati rice crop,0,original
problem of leaf folder in paddy?,AGRICULTURE,problem leaf folder paddy,0,original
INFORMATION REGARDING CONTROL OF ROOT WEEVIL IN RICE CROP ?,AGRICULTURE,information regarding control root weevil rice crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
information regarding to control of stem borer in rice,AGRICULTURE,information regarding control stem borer rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
wheather in amritsar?,AGRICULTURE,wheather amritsar,0,original
INFORMATION REGARDING TO THE CONDITION OF WEATHER ?,AGRICULTURE,information regarding condition weather,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
INFORMATION REGARDDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regardding control foot rot basmati rice,0,original
INFORMATION REGARDING CONTROL OF FLOWER DROPING IN COTTON?,AGRICULTURE,information regarding control flower droping cotton,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,information rgearding control sheath blight attack paddy jhona crop,0,original
"INFORMATION REGARDING FOR THE CONTROL OF PINK,SPOTTED,AMERICAN CATTERPILLER ATTACK ON COTTON(NARMA) CROP?",AGRICULTURE,information regarding control pink spotted american catterpiller attack cotton narma crop,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
stem borer in rice?,AGRICULTURE,stem borer rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING DOSE OF UREA IN BASMATI RICE?,AGRICULTURE,information regarding dose urea basmati rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING TO THE CONDITION OF WEATHER ?,AGRICULTURE,information regarding condition weather,0,original
INFORMATION REGARDING TO THE CONDITION OF WEATHER ?,AGRICULTURE,information regarding condition weather,0,original
what is the dose of tilt in paddy?,AGRICULTURE,dose tilt paddy,0,original
REGARDING LEAF FOLDER IN PADDY CROP?,AGRICULTURE,regarding leaf folder paddy crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
"INFORMATION REGARDING CONTROL OF FOOT ROT IN BASMATI RICE? 
 
\",AGRICULTURE,information regarding control foot rot basmati rice,0,original
REGARDING DOSE OF PADAAN IN PADDY,AGRICULTURE,regarding dose padaan paddy,0,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regarding control foot rot basmati rice,0,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,information rgearding control grasshopper paddy crop,0,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE,information regarding current weather condition,0,original
INFORMATION REGArding to fruiting problam in brinjal?,HORTICULTURE,information regarding fruiting problam brinjal,1,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
WEATHER IN AMRITSAR?,AGRICULTURE,weather amritsar,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regardding control foot rot basmati rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING CONTROL OF BLIGHT IN RICE?,AGRICULTURE,information regarding control blight rice,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING KISAN MELA IN PAU?,AGRICULTURE,information regarding kisan mela pau,0,original
REGARDING PRACTICES IN CITRUS,HORTICULTURE,regarding practices citrus,1,original
REGARDING LEAF FOLDER IN PADDY CROP?,AGRICULTURE,regarding leaf folder paddy crop,0,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regarding control foot rot basmati rice,0,original
yellowing of leaves from top and sides with brownish spots?,AGRICULTURE,yellowing leaves top sides brownish spots,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING CONTROL OF WHITEFLY IN COTTON,AGRICULTURE,information regarding control whitefly cotton,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
information regarding weather ?,AGRICULTURE,information regarding weather,0,original
"yellowing of leaves from top and sides with brownish spots?
    .",AGRICULTURE,yellowing leaves top sides brownish spots,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,information rgearding control sheath blight attack paddy jhona crop,0,original
problem of leaf folder in paddy?,AGRICULTURE,problem leaf folder paddy,0,original
#:   INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,information regarding control leaf folder rice crop,0,original
INFORMATION REGARDING TO THE CONDITION OF WEATHER ?,AGRICULTURE,information regarding condition weather,0,original
cntrol of black spot?,AGRICULTURE,cntrol black spot,0,original
stem borer in rice/,AGRICULTURE,stem borer rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF TERMITE ATTACK IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control termite attack paddy jhona crop,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
REGARDING BROWN SPOT IN PADDY,AGRICULTURE,regarding brown spot paddy,0,original
information regarding to control of leaf folder in rice?,AGRICULTURE,information regarding control leaf folder rice,0,original
dose,AGRICULTURE,dose,0,original
INFORMATION REGARDING CONTROL OF IRON DEFICIENCY IN PADDY ?,AGRICULTURE,information regarding control iron deficiency paddy,0,original
Q: IF THERE ARE ANY CHANCES OF RAINFALL  IN UPCOMING DAYS. .?,AGRICULTURE,chances rainfall upcoming days,0,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,information rgearding control grasshopper paddy crop,0,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,information regarding weather,0,original
WEATHER IN AMRITSAR?,AGRICULTURE,weather amritsar,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
information regarding to control of leaf folder in rice?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING MUSHROOM?,HORTICULTURE,information regarding mushroom,1,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
